MSE/test/dataloader_idx_2,MSE/train/dataloader_idx_0,MSE/val/dataloader_idx_1,acc/test/dataloader_idx_2,acc/train/dataloader_idx_0,acc/val/dataloader_idx_1,epoch,learning_rate,loss/test/dataloader_idx_2,loss/train/dataloader_idx_0,loss/val/dataloader_idx_1,step
10.530303001403809,9.997428894042969,9.587786674499512,0.06060606241226196,0.075396828353405,0.09401709586381912,0,,419.1709899902344,1215.7911376953125,413.817138671875,22
,,,,,,0,9.915274858940393e-05,,,,22
10.507575988769531,9.897171974182129,9.587786674499512,0.06060606241226196,0.0833333358168602,0.09401709586381912,1,,417.26934814453125,1210.2060546875,411.8638000488281,45
,,,,,,1,9.915274858940393e-05,,,,45
10.507575988769531,9.897171974182129,9.587786674499512,0.06060606241226196,0.0833333358168602,0.09401709586381912,2,,415.36505126953125,1204.647705078125,409.91644287109375,68
,,,,,,2,9.915274858940393e-05,,,,68
10.507575988769531,9.812339782714844,9.564885139465332,0.06060606241226196,0.0833333358168602,0.09401709586381912,3,,413.4653625488281,1199.1026611328125,407.9793395996094,91
,,,,,,3,9.915274858940393e-05,,,,91
10.393939018249512,9.812339782714844,9.564885139465332,0.06060606241226196,0.0833333358168602,0.09401709586381912,4,,411.6181335449219,1193.704345703125,406.0911865234375,114
,,,,,,4,9.915274858940393e-05,,,,114
10.143939018249512,9.712081909179688,9.564885139465332,0.06060606241226196,0.0833333358168602,0.09401709586381912,5,,409.8619689941406,1188.582763671875,404.3022155761719,137
,,,,,,5,9.915274858940393e-05,,,,137
10.166666984558105,9.712081909179688,9.564885139465332,0.06060606241226196,0.0833333358168602,0.09401709586381912,6,,408.0761413574219,1183.37548828125,402.4854736328125,160
,,,,,,6,9.915274858940393e-05,,,,160
10.166666984558105,9.712081909179688,9.564885139465332,0.06060606241226196,0.0833333358168602,0.09401709586381912,7,,406.36114501953125,1178.3565673828125,400.73822021484375,183
,,,,,,7,9.915274858940393e-05,,,,183
10.143939018249512,9.688945770263672,9.541984558105469,0.06060606241226196,0.0873015895485878,0.09401709586381912,8,,404.60626220703125,1173.233154296875,398.95379638671875,206
,,,,,,8,9.915274858940393e-05,,,,206
10.143939018249512,9.665809631347656,9.541984558105469,0.06060606241226196,0.0912698358297348,0.09401709586381912,9,,402.8062744140625,1167.99658203125,397.134033203125,229
,,,,,,9,9.915274858940393e-05,,,,229
9.96212100982666,9.634961128234863,9.519083976745605,0.06060606241226196,0.0912698358297348,0.09401709586381912,10,,401.1081848144531,1163.04443359375,395.4149475097656,252
,,,,,,10,9.915274858940393e-05,,,,252
9.71212100982666,9.573265075683594,9.519083976745605,0.06060606241226196,0.0912698358297348,0.09401709586381912,11,,399.41998291015625,1158.12939453125,393.70794677734375,275
,,,,,,11,9.915274858940393e-05,,,,275
9.71212100982666,9.565552711486816,9.404580116271973,0.06060606241226196,0.0912698358297348,0.09401709586381912,12,,397.7236633300781,1153.207763671875,391.9986572265625,298
,,,,,,12,9.915274858940393e-05,,,,298
9.598484992980957,9.557840347290039,9.404580116271973,0.06060606241226196,0.0912698358297348,0.09401709586381912,13,,396.0499267578125,1148.3382568359375,390.3094482421875,321
,,,,,,13,9.915274858940393e-05,,,,321
9.530303001403809,9.480719566345215,9.404580116271973,0.07070706784725189,0.0912698358297348,0.09401709586381912,14,,394.42840576171875,1143.60546875,388.6753234863281,344
,,,,,,14,9.915274858940393e-05,,,,344
9.530303001403809,9.480719566345215,9.404580116271973,0.07070706784725189,0.0912698358297348,0.09401709586381912,15,,392.87945556640625,1139.102294921875,387.1204833984375,367
,,,,,,15,9.915274858940393e-05,,,,367
9.530303001403809,9.480719566345215,9.404580116271973,0.07070706784725189,0.0912698358297348,0.09401709586381912,16,,391.25689697265625,1134.392578125,385.4895324707031,390
,,,,,,16,9.915274858940393e-05,,,,390
9.393939018249512,9.442159652709961,9.427480697631836,0.09090909361839294,0.0912698358297348,0.09401709586381912,17,,389.62750244140625,1129.6448974609375,383.8468933105469,413
,,,,,,17,9.915274858940393e-05,,,,413
9.393939018249512,9.442159652709961,9.427480697631836,0.09090909361839294,0.0912698358297348,0.09401709586381912,18,,388.04962158203125,1125.0545654296875,382.264404296875,436
,,,,,,18,9.915274858940393e-05,,,,436
9.280303001403809,9.442159652709961,9.427480697631836,0.09090909361839294,0.0912698358297348,0.09401709586381912,19,,386.49432373046875,1120.5587158203125,380.7126770019531,459
,,,,,,19,9.915274858940393e-05,,,,459
9.257575988769531,9.419023513793945,9.427480697631836,0.09090909361839294,0.095238097012043,0.09401709586381912,20,,384.9474182128906,1116.11279296875,379.17388916015625,482
,,,,,,20,9.915274858940393e-05,,,,482
9.257575988769531,9.419023513793945,9.427480697631836,0.09090909361839294,0.095238097012043,0.09401709586381912,21,,383.37017822265625,1111.5399169921875,377.599853515625,505
,,,,,,21,9.915274858940393e-05,,,,505
