MSE/test/dataloader_idx_2,MSE/train/dataloader_idx_0,MSE/val/dataloader_idx_1,acc/test/dataloader_idx_2,acc/train/dataloader_idx_0,acc/val/dataloader_idx_1,epoch,learning_rate,loss/test/dataloader_idx_2,loss/train/dataloader_idx_0,loss/val/dataloader_idx_1,step
25.90151596069336,25.5655517578125,24.824426651000977,0.03703703731298447,0.07407407462596893,0.07407407462596893,0,,560.5043334960938,1632.7001953125,533.0283203125,5
,,,,,,0,0.0005511750932782888,,,,5
25.59848403930664,25.413881301879883,24.824426651000977,0.03703703731298447,0.07407407462596893,0.07407407462596893,1,,553.640869140625,1612.63671875,526.436767578125,11
,,,,,,1,0.0005511750932782888,,,,11
25.303030014038086,25.27763557434082,24.54198455810547,0.03703703731298447,0.07407407462596893,0.07407407462596893,2,,546.8336181640625,1592.6761474609375,519.8931884765625,17
,,,,,,2,0.0005511750932782888,,,,17
25.090909957885742,25.056554794311523,24.473281860351562,0.07407407462596893,0.07407407462596893,0.07407407462596893,3,,540.1631469726562,1573.173095703125,513.4885864257812,23
,,,,,,3,0.0005511750932782888,,,,23
24.75,24.894601821899414,24.22137451171875,0.07407407462596893,0.07407407462596893,0.07407407462596893,4,,533.4367065429688,1553.5374755859375,507.04144287109375,29
,,,,,,4,0.0005511750932782888,,,,29
24.696969985961914,24.750642776489258,24.18320655822754,0.07407407462596893,0.07407407462596893,0.07407407462596893,5,,526.70263671875,1533.8759765625,500.5662536621094,35
,,,,,,5,0.0005511750932782888,,,,35
24.696969985961914,24.550128936767578,24.045801162719727,0.07407407462596893,0.07407407462596893,0.07407407462596893,6,,520.0862426757812,1514.595458984375,494.2193603515625,41
,,,,,,6,0.0005511750932782888,,,,41
24.696969985961914,24.44215965270996,24.007633209228516,0.07407407462596893,0.07407407462596893,0.07407407462596893,7,,513.56005859375,1495.57958984375,487.9930419921875,47
,,,,,,7,0.0005511750932782888,,,,47
