MSE/test/dataloader_idx_2,MSE/train/dataloader_idx_0,MSE/val/dataloader_idx_1,acc/test/dataloader_idx_2,acc/train/dataloader_idx_0,acc/val/dataloader_idx_1,epoch,learning_rate,loss/test/dataloader_idx_2,loss/train/dataloader_idx_0,loss/val/dataloader_idx_1,step
9.265151977539062,8.946015357971191,9.167939186096191,0.11599511653184891,0.08796297013759613,0.08460547775030136,0,,2.418583631515503,2.468740224838257,2.444725513458252,3
,,,,,,0,0.008599755354225636,,,,3
8.234848022460938,8.42159366607666,8.404580116271973,0.1527608186006546,0.0958406999707222,0.08460547775030136,1,,2.361477851867676,2.4197840690612793,2.394690990447998,7
,,,,,,1,0.008599755354225636,,,,7
7.659090995788574,8.010282516479492,7.732824325561523,0.16320715844631195,0.10037823021411896,0.08904992043972015,2,,2.315789222717285,2.3786232471466064,2.356109619140625,11
,,,,,,2,0.008599755354225636,,,,11
6.871212005615234,7.424164295196533,7.396946430206299,0.16320715844631195,0.11760732531547546,0.08904992043972015,3,,2.2794337272644043,2.3428657054901123,2.3245091438293457,15
,,,,,,3,0.008599755354225636,,,,15
6.234848499298096,6.848329067230225,6.053435325622559,0.16320715844631195,0.12237203866243362,0.11239935457706451,4,,2.2461628913879395,2.310655117034912,2.29636287689209,19
,,,,,,4,0.008599755354225636,,,,19
6.0227274894714355,6.580976963043213,5.778625965118408,0.1705331653356552,0.13265669345855713,0.11239935457706451,5,,2.2185826301574707,2.282386541366577,2.273770809173584,23
,,,,,,5,0.008599755354225636,,,,23
5.96212100982666,6.3958868980407715,5.778625965118408,0.1705331653356552,0.13599690794944763,0.11239935457706451,6,,2.196629285812378,2.258297920227051,2.2541089057922363,27
,,,,,,6,0.008599755354225636,,,,27
5.689393997192383,5.768637657165527,5.687022686004639,0.1705331653356552,0.13599690794944763,0.1268921047449112,7,,2.176645517349243,2.2349565029144287,2.2351489067077637,31
,,,,,,7,0.008599755354225636,,,,31
5.568181991577148,5.491002559661865,5.687022686004639,0.17636068165302277,0.14125283062458038,0.1406119167804718,8,,2.158148765563965,2.2133395671844482,2.2168078422546387,35
,,,,,,8,0.008599755354225636,,,,35
